NPS Classification;Country;Region;Reason 1;Reason 2;Reason 3;NPS;Comentário
Detractor;BR;POC;N?o se importa com o motorista parceiro;O passageiro ?? mal-educado, atrasado, bagunceiro e destr??i o meu carro;Os ganhos s?o poucos e inst??veis;5;Incentivar ao passageiros a serwm as educado
Neutral;BR;POC;N?o se importa com o motorista parceiro;N?o tem regras justas;O passageiro ?? mal-educado, atrasado, bagunceiro e destr??i o meu carro;8;Acho q as corridas de madrugada deveriam ser em um valor maior
Neutral;BR;POC;O aplicativo n?o ?? f??cil de usar;N?o se importa com o motorista parceiro;N?o tem regras justas;8;Muitas das vezes que as vezes cancelados uma corrida  ?? que ??  ??rea de risco, n?o compensa o local de partida temos algum compromisso  na hora etc.E muitas vezes  o passageiro s?? quer denegrir o car??ter  do motorista, tem muitas coisas que devem ser bem avaliadas antes de alguma  atitude.E os valores das corridas  em rela??o  ao pre?o do  combust??vel  aqui quase n?o est?? compensado  combust??vel  est?? muito caro e o valores  das corridas esta o ficando defasado.
Detractor;BR;POC;N?o tem regras justas;Oferece poucas informa??es do passageiro;Os ganhos s?o poucos e inst??veis;6;Acho q quando do cancelamento se corrida pelo motorista por causa do nao compartimento do pax, ?? injustoo motorista nao receber aja visto q ele estava no local
Detractor;BR;POC;N?o se importa com o motorista parceiro;;;4;
Neutral;BR;POC;Os ganhos s?o poucos e inst??veis;O aplicativo n?o atende minhas necessidades de trabalho;? perigoso trabalhar com a 99;8;Acredito que o maior fator de inseguran?a e a falta de fotos nos perfil dos passageiros, nao sei quem entra no meu carro e tal, isso me preocupa muito
Detractor;BR;POC;Os ganhos s?o poucos e inst??veis;N?o se importa com o motorista parceiro;Oferece um p??ssimo servi?o de atendimento, demora nas respostas e na solu??o;4;O App n?o oferece uma taxa de cancelamento justa para o motorista , suas taxas teve um aumento muito grande diminuindo assim os ganhos do motorista!!!
Neutral;BR;POC;Oferece poucas informa??es do passageiro;N?o tem regras justas;;7;
Detractor;BR;POC;Muitas corridas iniciam ou se encerram em ??reas de risco;N?o tem regras justas;Os ganhos s?o poucos e inst??veis;6;Aqui em santa Maria o combust??vel est?? R$4,75 as corridas n?o compensam quando n?o tem din?mica, o calor aqui ?? uma ntenso temos que ter o ar condicionado ligado sempre aumentando significativamente o l?? custos muitas vz n??s levam em regi?es que n?o tem demanda e temos que voltar por nossa conta, e a pol??cia de bloqueio ?? injusta pois muitas vz me desloquei at?? o passageiro ele n?o aparece ou cancela e n?o recebo nada, mas se eu cancelo sou punido.
Detractor;BR;POC;Oferece poucas informa??es do passageiro;Muitas corridas iniciam ou se encerram em ??reas de risco;N?o se importa com o motorista parceiro;5;O tempo se espera ?? injusto e quando se cancela por esse s?o de pessoas ou cadeirinha que ?? lei somos penalusados
Neutral;BR;POC;As ferramentas de seguran?a n?o ajudam com uma viagem segura;Muitas corridas iniciam ou se encerram em ??reas de risco;Muitos dos motoristas parceiros desistem da 99;8;Quando o passageiro cancela a Corrida E nos motoristas estamos no local... o App n?o paga taxa de cancelamento ent?o ficamos a ver navio... E ainda gastamos nosso combust??vel... A uber paga se for o cancelamento do passageiro..
Detractor;BR;POC;N?o se importa com o motorista parceiro;;;2;Eu era motorista parceiro e por algum motivo que n?o sei exclu??ram minha conta, falta de respeito sempre trabalhei direito, prestei sempre ??timos atendimentos,carro que trabalhava 2019 tudo certo
Detractor;BR;POC;? perigoso trabalhar com a 99;Muitas corridas iniciam ou se encerram em ??reas de risco;O passageiro ?? mal-educado, atrasado, bagunceiro e destr??i o meu carro;4;
Neutral;BR;POC;N?o mostra o local de embarque e desembarque com precis?o;O aplicativo n?o ?? f??cil de usar;Oferece poucas informa??es do passageiro;8;S?? podiam facilitar a visualiza??o de onde a pessoa iria desembarcar, ficaria ??timo
Detractor;BR;POC;As ferramentas de seguran?a n?o ajudam com uma viagem segura;O passageiro ?? mal-educado, atrasado, bagunceiro e destr??i o meu carro;Muitas corridas iniciam ou se encerram em ??reas de risco;5;
Detractor;BR;POC;Muitos dos motoristas parceiros desistem da 99;Todos est?o falando sobre a 99 de forma negativa;As ferramentas de seguran?a n?o ajudam com uma viagem segura;0;
Detractor;BR;POC;N?o se importa com o motorista parceiro;Os ganhos s?o poucos e inst??veis;O passageiro ?? mal-educado, atrasado, bagunceiro e destr??i o meu carro;0;O valor pago por quilometragem e por tempo de viagem s?o extremamente baixos. Ao inv??s de melhorar o valor, a empresa resolveu reduzir os valores pagos a n??s motoristas. Algo insustent??vel, haja visto que o combust??vel n?o para de subir, juntamente com a infla??o, que eleva o pre?o de tudo. Os valores deveriam ser reajustados de acordo com a infla??o e n?o reduzidos.
Detractor;BR;POC;Oferece um p??ssimo servi?o de atendimento, demora nas respostas e na solu??o;Os ganhos s?o poucos e inst??veis;O passageiro ?? mal-educado, atrasado, bagunceiro e destr??i o meu carro;6;Acho muito demorado para resolverem uma quest?o na qual o passageiro sujou o carro e eu tive preju??zo e at?? agora nada foi feito. E ainda o passageiro me da uma nota baixa e eu fico mais prejudicado na nota. Isso mostra que o aplicativo n?o se preocupa com o motorista.
Neutral;BR;POC;N?o tem regras justas;;;8;
Neutral;BR;POC;Todos gostam da 99, n?o h?? necessidade em recomendar para outras pessoas;;;8;
Neutral;BR;POC;Todos gostam da 99, n?o h?? necessidade em recomendar para outras pessoas;;;7;
Detractor;BR;POC;N?o tem regras justas;N?o se importa com o motorista parceiro;Muitas corridas iniciam ou se encerram em ??reas de risco;6;Qdo o motorista est?? esperando o passageiro deve existir um tempo para que seja aplicada multa caso o passageiro n?o apare?a ou atrase, esse tempo deve ser menor na parte da noite. Assim como o motorista tem foto no app o passageiro tbm deveria ter, isso reduziria drasticamente os assaltos.
Detractor;BR;POC;N?o tem regras justas;Oferece um p??ssimo servi?o de atendimento, demora nas respostas e na solu??o;N?o se importa com o motorista parceiro;3;O suporte ?? p??ssimo,n?o s?o transparentes, muitas vezes enganam os motoristas
Detractor;BR;POC;O aplicativo n?o ?? f??cil de usar;Muitas corridas iniciam ou se encerram em ??reas de risco;Os ganhos s?o poucos e inst??veis;0;
Neutral;BR;POC;Oferece poucas informa??es do passageiro;Oferece um p??ssimo servi?o de atendimento, demora nas respostas e na solu??o;;8;nos inserimos destino no aicativo e dificilmente vamos para o mesmo.agora mesmo canceleivarias corridas pois todasforam opostasao destino inserido. e com isso fico bloqueado.
Neutral;BR;POC;Muitas corridas iniciam ou se encerram em ??reas de risco;N?o tem regras justas;;7;Fiz uma viagem hoje para o Ana Malaquias em Tim??teo MG (at?? mandei mensagem pra voc??s informando a situa??o) e o passageiro n?o apareceu, esperei por mais de cinco minutos e n?o recebi nada. Tive um custo para deslocar at?? o local e gostaria de receber uma quantia de R$ 3,50 pra suprir o combust??vel gasto. No aguardo.
Detractor;BR;POC;O passageiro ?? mal-educado, atrasado, bagunceiro e destr??i o meu carro;N?o se importa com o motorista parceiro;Oferece um p??ssimo servi?o de atendimento, demora nas respostas e na solu??o;3;Precisa colocar pra o passageiro pagar o deslocamento quando n?o estiver no local de embarque
Neutral;BR;POC;As ferramentas de seguran?a n?o ajudam com uma viagem segura;N?o mostra o local de embarque e desembarque com precis?o;N?o tem regras justas;8;
Neutral;BR;POC;N?o se importa com o motorista parceiro;As ferramentas de seguran?a n?o ajudam com uma viagem segura;;8;Necess??rio diminuir o tempo de espera no local de embarque assim como haver uma taxa de cancelamento mesmo simb??lica para o passageiro deixar de ser folgado!!!
Neutral;BR;POC;O aplicativo n?o ?? f??cil de usar;O aplicativo n?o atende minhas necessidades de trabalho;;7;O App deveria somente encerrar a corrida anterior ap??s a avalia??o do passageiro p/ depois iniciar a pr??xima. E ter a possibilidade  de cancelamento de corrida pelo passageiro  somente com motivo dele passageiro. Pq eu j??  tive a experi??ncia  de ir p/ uma corrida e quando estava  chegando  endere?o o passageiro  cancelou e o App disse que eu fui o respons??vel pelo cancelamento. Isso prejudicou minha taxa de aceita??o e fiquei no preju??zo no deslocamento.
Neutral;BR;POC;O passageiro ?? mal-educado, atrasado, bagunceiro e destr??i o meu carro;Todos gostam da 99, n?o h?? necessidade em recomendar para outras pessoas;;7;Bom o app apenas tinha que ter taxa pros usu??rios se eles nao aparecer
Detractor;BR;POC;N?o mostra o local de embarque e desembarque com precis?o;N?o se importa com o motorista parceiro;Os ganhos s?o poucos e inst??veis;5;A 99 podia melhorar os ganhos dos parceiros motoristas pois s?o poucos os ganho e o combust??vel t?? um absurdo
Detractor;BR;POC;N?o mostra o local de embarque e desembarque com precis?o;As rotas de viagem s?o perigosas;N?o tem regras justas;5;Cobrar taxa.por tempo de espera. Exemplo motorista vai at?? o local passageiro n?o sai e motorista cancela a corrida e ent?o n?o ganhamos nada por isso
Neutral;BR;POC;Os ganhos s?o poucos e inst??veis;Oferece poucas informa??es do passageiro;;7;Em algumas situa??es , as corridas est?o muito longe , as vezes est?o a 3 a 4 km para pegar um passageiro que vai andar no carro 1 km ou dois e agente n?o recebe esse deslocamento , por diversas vezes cancelo corridas por esse motivo j?? cheguei a ser bloqueado algumas vezes. S?? uma sugest?o como todo em cidade de praia deveria aparecer um aviso aos passageiros molhados , porque eles n?o est?o nem a?? se vamos continuar trabalhando molha o banco todo , sem se preocupar as vezes uma corrida de 5,80
Detractor;BR;POC;Oferece um p??ssimo servi?o de atendimento, dif??cil de entrar em contato;Oferece um p??ssimo servi?o de atendimento, dif??cil de entrar em contato;Muitas corridas iniciam ou se encerram em ??reas de risco;5;
Detractor;BR;POC;N?o se importa com o motorista parceiro;As ferramentas de seguran?a n?o ajudam com uma viagem segura;Os ganhos s?o poucos e inst??veis;2;Caso cliente n?o tenha todo o dinheiro ou motorista n?o tenha troco no momento, n?o tem como passar o valor afrente, possibitando o motorista receber posteriormente.\n\nUm outro exemplo: passageiro urinou no meu banco traseiro, tive que arcar com a lavagem, limpeza e perder o resto da tarde. E n?o obtive reembolso, pois a corrida era em dinheiro.\nConclus?o fiquei no preju??zo em dobro.
Neutral;BR;POC;O passageiro ?? mal-educado, atrasado, bagunceiro e destr??i o meu carro;Oferece um p??ssimo servi?o de atendimento, demora nas respostas e na solu??o;N?o mostra o local de embarque e desembarque com precis?o;7;
Neutral;BR;POC;Os ganhos s?o poucos e inst??veis;Oferece poucas informa??es do passageiro;;8;Deveriam cobrar por mais de um passageiro se forem dois ou mais cobraria uma taxa extra por passageiro pois execesso de peso estraga o carro e consome mais ccombust??vel
Neutral;BR;POC;Oferece um p??ssimo servi?o de atendimento, demora nas respostas e na solu??o;N?o tem regras justas;O passageiro ?? mal-educado, atrasado, bagunceiro e destr??i o meu carro;8;Foto do cliente maior.\nEnviar as informa??es como destino e foto do cliente pra quem a gente compartilha a viagem para ele ter certeza de onde estamos indo.\nPreocupa??o d?? plataforma com o motorista parceiro em rela??o ao coronav??rus nos aeroportos
Neutral;BR;POC;Os ganhos s?o poucos e inst??veis;O passageiro ?? mal-educado, atrasado, bagunceiro e destr??i o meu carro;;8;Teria que ter mais puni??o a certos passageiros mau educado !
Detractor;BR;POC;N?o tem regras justas;Os ganhos s?o poucos e inst??veis;;5;1- muitos passageiros deixam a desejar pelo fato deles n?o ter regras 2- Os incentivos eles tem hor??rios muitos curtos e eles s?? comprimenta um valor que realmente deixa a desejar e sem citar que sempre que t?? terminando uma fase para as solicita??es para corridas. De resto ?? uma plataforma boa de trabalhar
Detractor;BR;POC;Os ganhos s?o poucos e inst??veis;;;0;Aplicativo deixa muito a desejar nao olha para o parceiro com empatia ganhos rid??culos em rela??o a todos custos
Neutral;BR;POC;O passageiro ?? mal-educado, atrasado, bagunceiro e destr??i o meu carro;? perigoso trabalhar com a 99;;8;
Neutral;BR;POC;O passageiro ?? mal-educado, atrasado, bagunceiro e destr??i o meu carro;N?o se importa com o motorista parceiro;N?o tem regras justas;8;
Detractor;BR;POC;O passageiro ?? mal-educado, atrasado, bagunceiro e destr??i o meu carro;N?o tem regras justas;Os ganhos s?o poucos e inst??veis;5;A maioria das chamadas s?o muito longe e fica invi??vel para n??s motoristas nos tempos atuais por conta do combust??vel caro
Neutral;BR;POC;N?o tem regras justas;Oferece um p??ssimo servi?o de atendimento, dif??cil de entrar em contato;Muitos dos motoristas parceiros desistem da 99;7;Nao
Neutral;BR;POC;Todos gostam da 99, n?o h?? necessidade em recomendar para outras pessoas;Oferece poucas informa??es do passageiro;;8;
Neutral;BR;POC;N?o se importa com o motorista parceiro;;;8;Apenas por est?? sempre abaixando o nosso ganho, ao inv??s de melhorar
Neutral;BR;POC;Oferece poucas informa??es do passageiro;As ferramentas de seguran?a n?o ajudam com uma viagem segura;N?o mostra o local de embarque e desembarque com precis?o;7;
Detractor;BR;POC;Muitos dos motoristas parceiros desistem da 99;Oferece um p??ssimo servi?o de atendimento, demora nas respostas e na solu??o;N?o tem regras justas;0;Vcs n?o d?o seguran?a nenhuma  pr?? n??s motorista a taxa de cancelamento vcs ficam com ela nis d?o corridas muito longe pra ir buscar n?o nis da suporte nenhum na hora que precisamos  quando vcs v?o melhorar nesses quisitos?
Detractor;BR;POC;N?o se importa com o motorista parceiro;Os ganhos s?o poucos e inst??veis;O passageiro ?? mal-educado, atrasado, bagunceiro e destr??i o meu carro;0;Muitos n?o consigo escrever tudo aki.\nManter os valores sem din?mica pois os passageiros sabem das varia??es e nunca pedem na din?mica,  \nValor A partir de R$7,00 O m??nimo poxa deixamos a pessoa na porta esperamos os folgados que estragam nosso carro ?? ganhamos 4.40, temos que dar 0.60 de troco pra n?o tomar nota ruim\nA?? cancelar uma corrida pra outra cidade a qual sabemos que a volta vai ser vazia tomamos a Suspens?o na minha opini?o s?? desanima\nFalta de corrida em minha cidade talvez falte inc
Neutral;BR;POC;Oferece poucas informa??es do passageiro;;;7;Aparecesse nome local onde cliente vai desembara?ar para facilitar
Detractor;BR;POC;N?o mostra o local de embarque e desembarque com precis?o;Oferece poucas informa??es do passageiro;;6;Recebi cantada de um passageiro, quando solicitou a corrida, Guilherme Jd Virg??nia e ap??s a minha negativa cancelou a solicita??o
Neutral;BR;POC;N?o tem regras justas;As rotas de viagem s?o perigosas;N?o se importa com o motorista parceiro;7;\n\nO motorista parceiro ?? bloqueado injustamente, nas seguintes situa??es: Ao atender uma chamada, chegando ao local de embarque, se depara com excesso de: pessoas, local de embarque errado, ou at?? mesmo quando o \n passageiro n?o aparece, mesmo assim a culpa ?? do motorista parceiro.
